ind,loanAmount,intRate,installment,grade,annualInc,totCurBal,totalRevHiLim,totHiCredLim,totalBalExMort,totalBcLimit,totalIlHighCreditLimit,Dietz,blade
1418," 4,200.00 ", 0.20 ,156.03,D," 48,000.00 "," 17,731.00 ",17100.00,39383,17731,9500,22283,0.13,e
1419," 23,325.00 ", 0.14 ,791.88,B," 70,000.00 "," 168,972.00 ",57500.00,213705,32110,26600,18392,0.13,r
1420," 30,000.00 ", 0.14 ,1032.2,C," 100,000.00 "," 38,726.00 ",30100.00,73423,38726,11600,43323,-0.30,w
1421," 10,000.00 ", 0.13 ,336.22,B," 28,800.00 "," 8,697.00 ",12500.00,12500,8697,9100,0,0.12,e
1422," 10,000.00 ", 0.08 ,311.62,A," 130,000.00 "," 232,085.00 ",36200.00,275380,51625,26600,38162,0.06,r
1423," 30,000.00 ", 0.14 ,697.74,C," 150,000.00 "," 471,306.00 ",30900.00,494426,119555,30900,104126,0.20,w
1424," 16,800.00 ", 0.09 ,533.46,A," 117,000.00 "," 506,462.00 ",45100.00,524926,215883,28500,163414,0.07,e
1425," 35,000.00 ", 0.19 ,912.17,D," 130,000.00 "," 511,021.00 ",201800.00,622337,207830,72300,60887,0.24,r
1426," 14,000.00 ", 0.21 ,374.83,E," 260,000.00 "," 117,963.00 ",29500.00,167082,39652,29500,50830,-0.16,w
1427," 14,000.00 ", 0.13 ,470.71,B," 105,000.00 "," 335,731.00 ",38100.00,364919,66580,25800,43054,0.12,e
1428," 12,350.00 ", 0.14 ,424.92,C," 195,000.00 "," 535,797.00 ",30300.00,645073,35652,25000,34235,0.14,r
1429," 9,600.00 ", 0.14 ,330.31,C," 50,000.00 "," 15,085.00 ",12200.00,44244,15085,500,32044,0.14,w
1430," 19,200.00 ", 0.10 ,616.56,B," 50,000.00 "," 174,665.00 ",12500.00,207700,36836,0,47435,0.09,e
1431," 35,000.00 ", 0.21 ,1327.27,E," 920,000.00 "," 2,487,317.00 ",1060800.00,2711061,1094819,560800,0,0.06,r
1432," 8,000.00 ", 0.13 ,268.98,B," 20,000.00 "," 48,702.00 ",39700.00,100188,15359,31500,26724,-0.02,w
1433," 30,000.00 ", 0.11 ,982.02,B," 105,000.00 "," 259,786.00 ",17200.00,288789,113749,13600,105989,0.10,e
1434," 35,000.00 ", 0.23 ,994.73,E," 96,000.00 "," 162,380.00 ",85900.00,202868,90855,34500,24868,0.20,r
1435," 15,000.00 ", 0.08 ,469.36,A," 40,000.00 "," 169,296.00 ",32700.00,180003,169296,13400,147303,0.07,w
1436," 12,000.00 ", 0.17 ,298.17,D," 60,000.00 "," 33,912.00 ",21900.00,56081,33912,21900,34181,0.05,e
1437," 28,000.00 ", 0.17 ,998.14,D," 130,000.00 "," 229,412.00 ",25100.00,261861,123107,13800,113261,0.14,r
1438," 12,000.00 ", 0.10 ,385.35,B," 50,000.00 "," 157,429.00 ",14300.00,192674,58040,11000,73948,0.09,w
1439," 15,600.00 ", 0.16 ,376.14,C," 47,000.00 "," 127,119.00 ",10800.00,151691,14460,8500,16554,-0.01,e
1440," 10,000.00 ", 0.09 ,317.54,A," 30,000.00 "," 10,981.00 ",17400.00,22900,10981,9000,5500,0.06,r
1441," 6,000.00 ", 0.08 ,186.97,A," 50,000.00 "," 140,169.00 ",27100.00,168906,24075,20600,20000,0.07,w
1442," 9,000.00 ", 0.07 ,276.34,A," 48,144.00 "," 41,176.00 ",162200.00,178776,41176,162200,16576,0.06,e
1443," 7,500.00 ", 0.09 ,238.15,A," 77,000.00 "," 111,339.00 ",12400.00,118563,111339,4500,106163,0.04,r
1444," 3,500.00 ", 0.14 ,119.59,C," 38,000.00 "," 17,831.00 ",32200.00,32200,17831,31200,0,-0.11,w
1445," 31,000.00 ", 0.14 ,1052.45,B," 78,000.00 "," 233,864.00 ",80400.00,310097,26163,73900,0,-0.55,e
1446," 17,750.00 ", 0.16 ,626.15,C," 57,200.00 "," 122,409.00 ",47100.00,143855,53545,30600,26490,0.01,r
1447," 12,000.00 ", 0.12 ,398.52,B," 81,000.00 "," 234,321.00 ",11200.00,259525,48697,4100,55580,0.02,w
1448," 16,000.00 ", 0.08 ,498.59,A," 40,000.00 "," 16,657.00 ",44400.00,44400,16657,34300,0,0.02,e
1449," 1,000.00 ", 0.12 ,33.21,B," 35,000.00 "," 78,546.00 ",15900.00,67624,78546,10000,51724,0.12,r
1450," 11,200.00 ", 0.16 ,273.8,C," 41,000.00 "," 63,706.00 ",22800.00,76639,63706,19000,53839,0.02,w
1451," 17,625.00 ", 0.17 ,628.3,D," 53,000.00 "," 313,473.00 ",46100.00,351035,26372,36600,0,0.16,e
1452," 25,000.00 ", 0.17 ,621.18,D," 110,000.00 "," 229,469.00 ",51400.00,247018,229469,27600,195618,0.25,r
1453," 8,000.00 ", 0.08 ,249.3,A," 70,000.00 "," 9,567.00 ",155400.00,162400,9567,2100,7000,0.06,w
1454," 20,000.00 ", 0.14 ,683.36,C," 69,000.00 "," 377,510.00 ",12100.00,381762,22936,8900,16262,0.11,e
1455," 12,000.00 ", 0.07 ,368.45,A," 100,000.00 "," 168,074.00 ",10600.00,225875,61262,10500,83435,0.04,r
1456," 15,000.00 ", 0.08 ,467.43,A," 39,520.00 "," 164,459.00 ",21100.00,196338,15396,19100,0,0.06,w
1457," 27,950.00 ", 0.17 ,694.48,D," 112,000.00 "," 348,651.00 ",13500.00,373150,11298,11500,0,0.24,e
1458," 15,000.00 ", 0.17 ,372.71,D," 47,000.00 "," 11,266.00 ",17900.00,17976,11266,8600,0,0.01,r
1459," 24,000.00 ", 0.18 ,612.72,D," 115,000.00 "," 60,994.00 ",51900.00,105945,60994,30100,54045,0.22,w
1460," 19,750.00 ", 0.14 ,670.51,B," 47,500.00 "," 65,500.00 ",17000.00,81826,65500,8900,64826,0.13,e
1461," 8,500.00 ", 0.15 ,294.58,C," 120,000.00 "," 498,571.00 ",40000.00,543754,87748,25500,64054,0.15,r
1462," 16,000.00 ", 0.09 ,508.06,A," 80,000.00 "," 345,590.00 ",55600.00,395835,61768,40300,48837,0.08,w
1463," 4,000.00 ", 0.14 ,135.8,B," 32,000.00 "," 16,419.00 ",56600.00,71705,16419,47300,15105,0.13,e
1464," 12,000.00 ", 0.14 ,279.1,C," 100,000.00 "," 174,496.00 ",17300.00,194500,28811,17300,27002,0.02,r
1465," 12,725.00 ", 0.15 ,302.6,C," 75,000.00 "," 327,750.00 ",52100.00,392219,108039,35200,94319,0.20,w
1466," 10,000.00 ", 0.16 ,349.65,C," 60,000.00 "," 146,788.00 ",36300.00,217618,15775,17100,39867,-0.43,e
1467," 25,000.00 ", 0.12 ,830.24,B," 72,516.00 "," 82,677.00 ",20100.00,121967,82677,15100,101867,0.06,r
1468," 4,325.00 ", 0.19 ,159.02,D," 85,000.00 "," 346,409.00 ",60300.00,406269,110553,8300,73969,0.07,w
1469," 16,800.00 ", 0.12 ,557.93,B," 50,000.00 "," 146,053.00 ",16500.00,132704,146053,16500,116204,0.07,e
1470," 7,075.00 ", 0.08 ,221.38,A," 69,000.00 "," 46,582.00 ",49500.00,62225,46582,44600,12725,0.06,r
1471," 10,000.00 ", 0.10 ,321.13,B," 75,000.00 "," 97,594.00 ",41300.00,128674,97594,34300,87374,0.05,w
1472," 23,100.00 ", 0.21 ,631.19,E," 79,500.00 "," 33,158.00 ",17900.00,46102,33158,17900,28202,-0.37,e
1473," 13,850.00 ", 0.20 ,366.71,D," 110,000.00 "," 229,170.00 ",17700.00,245108,38026,3600,27605,-0.45,r
1474," 24,000.00 ", 0.09 ,762.08,A," 110,000.00 "," 34,583.00 ",58900.00,58900,34583,48700,0,0.08,w
1475," 20,000.00 ", 0.08 ,625.81,A," 120,000.00 "," 220,889.00 ",20800.00,268416,77026,9800,83321,0.07,e
1476," 9,950.00 ", 0.14 ,342.35,C," 24,000.00 "," 10,887.00 ",21100.00,21141,10887,18100,0,0.14,r
1477," 3,000.00 ", 0.09 ,95.26,A," 105,000.00 "," 316,665.00 ",6000.00,348033,139201,0,133452,0.08,w
1478," 12,000.00 ", 0.12 ,398.52,B," 95,000.00 "," 16,338.00 ",7100.00,20647,16338,4300,13547,0.01,e
1479," 27,000.00 ", 0.08 ,841.36,A," 100,000.00 "," 39,944.00 ",42700.00,68614,39944,42700,17215,0.07,r
1480," 3,000.00 ", 0.18 ,108.84,D," 74,340.00 "," 54,026.00 ",21000.00,71518,54026,13500,50518,0.17,w
1481," 12,000.00 ", 0.15 ,285.36,C," 78,000.00 "," 183,367.00 ",6700.00,247124,28805,5700,44154,-0.25,e
1482," 24,000.00 ", 0.20 ,635.46,D," 107,000.00 "," 99,830.00 ",39200.00,136745,99830,15800,97545,0.21,r
1483," 4,800.00 ", 0.14 ,165.16,C," 70,000.00 "," 206,951.00 ",18900.00,224899,102407,3700,97813,0.14,w
1484," 6,075.00 ", 0.14 ,206.25,B," 36,000.00 "," 2,629.00 ",15000.00,15000,2629,12200,0,0.11,e
1485," 24,375.00 ", 0.11 ,529.86,B," 80,000.00 "," 276,981.00 ",34400.00,328306,100330,33000,106706,0.13,r
1486," 15,500.00 ", 0.08 ,485,A," 62,000.00 "," 164,600.00 ",60900.00,234165,27298,60900,25000,0.01,w
1487," 20,325.00 ", 0.12 ,674.99,B," 50,000.00 "," 50,437.00 ",36500.00,75425,50437,34200,38925,0.11,e
1488," 19,800.00 ", 0.12 ,657.55,B," 75,000.00 "," 82,754.00 ",29851.00,120700,82754,14300,90849,0.05,r
1489," 30,075.00 ", 0.17 ,1072.11,D," 80,000.00 "," 222,606.00 ",14600.00,268069,40026,13600,31469,0.17,w
1490," 5,000.00 ", 0.14 ,170.84,C," 50,000.00 "," 11,891.00 ",11900.00,18309,11891,8000,6409,-0.47,e
1491," 7,000.00 ", 0.09 ,222.28,A," 37,000.00 "," 22,601.00 ",18500.00,40827,22601,17000,22327,0.08,r
1492," 12,000.00 ", 0.14 ,412.88,C," 90,000.00 "," 11,787.00 ",5900.00,18334,11787,4100,12434,0.06,w
1493," 10,000.00 ", 0.14 ,341.68,C," 70,000.00 "," 13,043.00 ",12600.00,15861,13043,12600,0,0.04,e
1494," 35,000.00 ", 0.26 ,1408.13,G," 80,000.00 ", -   ,7500.00,7500,0,6300,0,0.01,r
1495," 16,000.00 ", 0.14 ,550.51,C," 78,000.00 "," 103,435.00 ",23500.00,125641,103435,6000,102141,-0.62,w
1496," 1,800.00 ", 0.16 ,63.5,C," 25,000.00 ", 582.00 ,3800.00,3800,582,1800,0,0.11,e
1497," 10,000.00 ", 0.08 ,312.91,A," 25,000.00 "," 7,979.00 ",5500.00,30029,7979,3200,24529,0.07,r
1498," 15,000.00 ", 0.13 ,504.33,B," 120,000.00 "," 209,503.00 ",16200.00,194648,209503,14200,178448,0.12,w
1499," 14,400.00 ", 0.15 ,499.04,C," 150,000.00 "," 62,386.00 ",115500.00,115500,62386,100000,0,0.14,e
1500," 12,725.00 ", 0.17 ,316.19,D," 41,600.00 "," 29,957.00 ",16200.00,44374,29957,9100,28174,-0.35,r
1501," 8,000.00 ", 0.14 ,273.35,C," 60,000.00 "," 219,158.00 ",15800.00,263766,36464,4000,33115,-0.44,w
1502," 18,000.00 ", 0.12 ,597.78,B," 85,000.00 "," 108,187.00 ",22900.00,127429,27714,8600,20529,0.08,e
1503," 12,000.00 ", 0.14 ,410.02,C," 80,000.00 "," 17,478.00 ",21800.00,21800,17478,20600,0,0.13,r
1504," 24,000.00 ", 0.08 ,750.97,A," 90,000.00 "," 89,991.00 ",37400.00,124000,54952,23400,50000,0.07,w
1505," 8,725.00 ", 0.13 ,293.35,B," 22,000.00 "," 6,190.00 ",7600.00,7600,6190,6400,0,-0.22,e
1506," 10,000.00 ", 0.14 ,341.68,C," 70,000.00 "," 114,380.00 ",12700.00,128783,114380,12700,116083,0.13,r
1507," 24,000.00 ", 0.08 ,750.97,A," 52,000.00 "," 43,472.00 ",32200.00,68686,43472,24900,36486,0.07,w
1508," 8,450.00 ", 0.14 ,286.88,B," 93,000.00 "," 345,587.00 ",99000.00,445374,98095,69300,64274,0.13,e
1509," 13,000.00 ", 0.10 ,417.47,B," 60,060.00 "," 38,593.00 ",20500.00,55661,38593,14500,35161,0.09,r
1510," 15,000.00 ", 0.14 ,509.25,B," 53,645.00 "," 146,587.00 ",18100.00,143947,74328,7200,49317,0.06,w
1511," 12,000.00 ", 0.12 ,398.52,B," 74,000.00 "," 25,727.00 ",13200.00,33444,25727,3000,20244,0.08,e
1512," 20,000.00 ", 0.18 ,510.6,D," 70,000.00 "," 309,694.00 ",40500.00,352769,24986,34400,0,0.07,r
1513," 35,000.00 ", 0.14 ,1204.23,C," 100,000.00 "," 73,147.00 ",33900.00,104900,30806,9800,0,-0.50,w
1514," 11,150.00 ", 0.18 ,284.66,D," 30,300.00 "," 22,299.00 ",9600.00,26351,22299,7600,16751,-0.07,e
1515," 10,000.00 ", 0.11 ,327.34,B," 70,000.00 "," 213,203.00 ",20300.00,227055,32630,11200,23143,0.10,r
1516," 17,500.00 ", 0.20 ,650.1,D," 45,000.00 "," 30,491.00 ",47300.00,55247,30491,36300,6291,0.12,w
1517," 6,000.00 ", 0.10 ,192.68,B," 40,000.00 "," 87,018.00 ",16700.00,96416,87018,700,79716,0.09,e
1518," 7,750.00 ", 0.15 ,268.59,C," 40,000.00 "," 4,309.00 ",4000.00,12000,4309,4000,8000,0.14,r
1519," 21,000.00 ", 0.11 ,687.42,B," 160,000.00 "," 430,226.00 ",79300.00,488375,60018,69000,17775,0.07,w
1520," 20,000.00 ", 0.08 ,625.81,A," 89,000.00 "," 62,691.00 ",25000.00,118269,62691,25000,93269,0.07,e
1521," 4,800.00 ", 0.14 ,165.16,C," 284,455.00 "," 812,146.00 ",51200.00,908144,185110,18500,173169,0.14,r
1522," 16,000.00 ", 0.14 ,550.51,C," 72,000.00 "," 88,362.00 ",24000.00,102752,25958,17000,15590,0.09,w
1523," 15,500.00 ", 0.08 ,483.01,A," 72,000.00 "," 41,308.00 ",22400.00,67544,41308,18400,45144,0.07,e
1524," 10,000.00 ", 0.14 ,341.68,C," 38,000.00 "," 298,420.00 ",5100.00,300835,12546,0,9535,0.01,r
1525," 20,000.00 ", 0.18 ,510.6,D," 70,000.00 "," 44,358.00 ",33500.00,77197,44358,17900,43697,-0.10,w
1526," 15,000.00 ", 0.14 ,509.25,B," 70,000.00 "," 179,631.00 ",16600.00,195929,31325,6400,20729,0.09,e
1527," 20,000.00 ", 0.16 ,488.92,C," 60,000.00 "," 204,175.00 ",39500.00,201893,139900,24600,88593,0.23,r
1528," 30,000.00 ", 0.19 ,781.86,D," 76,000.00 "," 20,052.00 ",26900.00,43900,20052,26900,17000,-0.19,w
1529," 8,500.00 ", 0.16 ,297.21,C," 40,800.00 "," 3,254.00 ",5800.00,5800,3254,4800,0,0.07,e
1530," 12,000.00 ", 0.11 ,392.81,B," 90,000.00 "," 331,847.00 ",83500.00,407530,75510,73100,49361,0.10,r
1531," 13,000.00 ", 0.06 ,395.67,A," 78,000.00 "," 329,333.00 ",27000.00,387058,32483,27000,31998,0.05,w
1532," 15,000.00 ", 0.13 ,504.33,B," 75,000.00 "," 56,453.00 ",21800.00,86460,56453,14600,61732,0.12,e
1533," 19,075.00 ", 0.13 ,641.34,B," 43,200.00 "," 33,822.00 ",19694.00,52515,33822,4200,32821,0.11,r
1534," 30,000.00 ", 0.14 ,697.74,C," 160,000.00 "," 273,735.00 ",28800.00,322081,69603,27600,78016,0.20,w
1535," 18,000.00 ", 0.06 ,547.84,A," 100,000.00 "," 299,511.00 ",56900.00,339296,20391,53000,0,0.05,e
1536," 11,625.00 ", 0.14 ,397.21,C," 36,000.00 "," 18,278.00 ",17500.00,30086,18278,12700,12586,-0.26,r
1537," 15,000.00 ", 0.11 ,491.01,B," 48,250.00 "," 152,174.00 ",11400.00,172287,69906,7900,74057,0.11,w
1538," 18,000.00 ", 0.09 ,571.56,A," 110,000.00 "," 64,513.00 ",15500.00,110550,64513,9000,95050,0.08,e
1539," 15,000.00 ", 0.14 ,516.1,C," 62,000.00 "," 180,228.00 ",56300.00,223724,55473,22500,26161,0.13,r
1540," 18,200.00 ", 0.11 ,595.76,B," 50,000.00 "," 35,147.00 ",17100.00,51454,35147,10000,34354,-0.38,w
1541," 7,950.00 ", 0.14 ,273.54,C," 70,000.00 "," 20,494.00 ",10300.00,32562,20494,5900,22262,0.14,e
1542," 10,000.00 ", 0.15 ,346.56,C," 55,000.00 "," 23,373.00 ",15500.00,33895,23373,14700,18395,0.14,r
1543," 12,175.00 ", 0.14 ,416,C," 45,000.00 "," 3,437.00 ",7500.00,7500,3437,7000,0,0.13,w
1544," 10,000.00 ", 0.10 ,321.13,B," 126,160.00 "," 153,101.00 ",64800.00,194308,37832,50000,8200,0.09,e
1545," 1,500.00 ", 0.12 ,49.82,B," 51,000.00 "," 98,828.00 ",40000.00,91881,98828,25000,51881,0.11,r
1546," 3,000.00 ", 0.22 ,115.2,E," 40,000.00 "," 137,014.00 ",13900.00,150221,35615,4000,32262,-0.07,w
1547," 2,700.00 ", 0.14 ,92.26,C," 35,400.00 "," 132,383.00 ",7000.00,160128,27187,6800,30128,0.10,e
1548," 20,950.00 ", 0.16 ,732.52,C," 54,000.00 "," 50,540.00 ",29700.00,79822,50540,7700,50122,0.15,r
1549," 12,000.00 ", 0.13 ,403.47,B," 83,640.00 "," 135,752.00 ",22700.00,169198,42482,19000,36498,0.05,w
1550," 12,000.00 ", 0.10 ,385.35,B," 44,000.00 "," 33,629.00 ",23600.00,58907,33629,500,35307,-0.03,e
1551," 17,500.00 ", 0.12 ,581.17,B," 63,500.00 "," 51,874.00 ",68400.00,103090,51874,38600,34690,0.11,r
1552," 15,000.00 ", 0.13 ,504.33,B," 83,000.00 "," 209,770.00 ",12400.00,263452,39161,9400,59895,0.10,w
1553," 19,000.00 ", 0.14 ,653.73,C," 110,000.00 "," 37,744.00 ",22200.00,97181,37744,13200,29972,0.12,e
1554," 9,600.00 ", 0.14 ,325.92,B," 80,000.00 "," 32,186.00 ",25800.00,61629,32186,6800,35829,0.05,r
1555," 6,000.00 ", 0.09 ,190.52,A," 60,000.00 "," 5,463.00 ",41600.00,51600,5463,28000,10000,0.06,w
1556," 12,250.00 ", 0.11 ,401,B," 40,000.00 "," 13,528.00 ",23000.00,41046,13528,8500,18046,-0.63,e
1557," 15,000.00 ", 0.11 ,491.01,B," 75,000.00 "," 238,945.00 ",37600.00,259921,76356,21300,55971,0.10,r
1558," 2,000.00 ", 0.13 ,67.25,B," 52,000.00 "," 72,953.00 ",23100.00,128823,32941,7700,30123,0.10,w
1559," 24,000.00 ", 0.12 ,797.03,B," 92,000.00 "," 459,752.00 ",35800.00,491494,69087,18500,59444,0.06,e
1560," 30,500.00 ", 0.18 ,767.39,D," 130,000.00 "," 170,022.00 ",19600.00,147862,170022,19500,123725,0.23,r
1561," 23,000.00 ", 0.11 ,752.89,B," 87,000.00 "," 322,321.00 ",34700.00,341089,39384,15000,20675,0.09,w
1562," 10,000.00 ", 0.10 ,321.13,B," 50,000.00 "," 112,145.00 ",45300.00,161830,40673,33700,30530,0.09,e
1563," 1,600.00 ", 0.21 ,59.88,E," 53,000.00 "," 33,238.00 ",8400.00,40127,33238,2300,31727,0.11,r
1564," 3,500.00 ", 0.17 ,124.77,D," 55,000.00 "," 23,433.00 ",15500.00,29006,23433,13300,13506,0.15,w
1565," 4,000.00 ", 0.09 ,127.02,A," 155,000.00 "," 607,412.00 ",42500.00,658035,74682,37000,49439,0.08,e
1566," 14,000.00 ", 0.10 ,449.58,B," 120,000.00 "," 78,819.00 ",15700.00,95116,78819,14800,79416,0.04,r
1567," 18,000.00 ", 0.14 ,619.32,C," 170,000.00 "," 402,091.00 ",59200.00,454110,41610,46400,0,0.14,w
1568," 18,225.00 ", 0.20 ,482.55,D," 41,167.00 "," 230,989.00 ",17200.00,263443,30394,12300,19243,0.03,e
1569," 35,000.00 ", 0.10 ,1123.94,B," 129,000.00 "," 395,283.00 ",77200.00,467517,55227,73400,27444,0.08,r
1570," 16,800.00 ", 0.12 ,373.63,B," 70,000.00 "," 120,555.00 ",37400.00,177124,50826,27700,59724,0.17,w
1571," 15,000.00 ", 0.08 ,469.36,A," 175,000.00 "," 79,214.00 ",54900.00,124078,79214,37000,69178,0.07,e
1572," 24,000.00 ", 0.13 ,806.93,B," 98,748.00 "," 26,847.00 ",49600.00,81301,26847,30300,31701,0.08,r
1573," 11,000.00 ", 0.16 ,265.23,C," 31,500.00 "," 9,007.00 ",19500.00,19500,9007,9200,0,-0.42,w
1574," 12,800.00 ", 0.18 ,326.78,D," 90,000.00 "," 194,557.00 ",9700.00,241381,194557,8400,231681,0.27,e
1575," 18,000.00 ", 0.06 ,547.84,A," 50,000.00 "," 158,711.00 ",49000.00,205171,63658,49000,57727,0.04,r
1576," 12,000.00 ", 0.15 ,285.36,C," 50,000.00 "," 111,234.00 ",23300.00,132728,111234,13300,109428,0.05,w
1577," 12,000.00 ", 0.10 ,385.35,B," 59,000.00 "," 113,426.00 ",11300.00,107729,113426,6000,96429,0.05,e
1578," 10,000.00 ", 0.12 ,332.1,B," 63,000.00 "," 377,061.00 ",37000.00,421461,39775,20400,33969,0.11,r
1579," 15,000.00 ", 0.14 ,345.38,B," 56,375.80 "," 79,634.00 ",43700.00,119160,79634,17800,75460,0.21,w
1580," 24,575.00 ", 0.20 ,912.92,D," 65,193.00 "," 53,286.00 ",34400.00,64159,53286,24400,29192,-0.18,e
1581," 22,750.00 ", 0.25 ,661.1,F," 60,000.00 "," 159,151.00 ",31400.00,164997,28216,22500,0,0.15,r
1582," 9,450.00 ", 0.16 ,333.36,C," 76,400.00 "," 173,186.00 ",16200.00,209202,32149,5100,48252,-0.26,w
1583," 26,000.00 ", 0.13 ,589.59,B," 60,000.00 "," 35,244.00 ",40700.00,75805,35244,32300,35105,0.04,e
1584," 10,800.00 ", 0.08 ,337.94,A," 98,000.00 "," 165,042.00 ",10100.00,197591,28414,9600,32491,0.07,r
1585," 8,900.00 ", 0.15 ,308.44,C," 46,000.00 "," 20,964.00 ",15100.00,23021,20964,11900,7921,0.14,w
1586," 6,250.00 ", 0.21 ,237.02,E," 58,500.00 "," 1,072.00 ",1800.00,1800,1072,1800,0,0.17,e
1587," 15,000.00 ", 0.21 ,561.29,E," 60,000.00 "," 248,020.00 ",19600.00,377200,13543,15600,0,-0.35,r
1588," 27,300.00 ", 0.16 ,667.37,C," 55,000.00 "," 14,378.00 ",22700.00,22700,14378,0,0,-0.16,w
1589," 7,500.00 ", 0.10 ,240.85,B," 50,000.00 "," 189,160.00 ",41300.00,231744,43638,18500,39374,0.09,e
1590," 18,000.00 ", 0.12 ,597.78,B," 84,000.00 "," 263,269.00 ",31200.00,281205,58530,20700,42005,0.11,r
1591," 7,000.00 ", 0.14 ,239.18,C," 21,000.00 "," 17,896.00 ",15900.00,34131,17896,10100,18231,0.13,w
1592," 25,000.00 ", 0.09 ,793.84,A," 104,000.00 "," 78,579.00 ",24500.00,90356,78579,9700,65856,0.08,e
1593," 9,450.00 ", 0.20 ,351.06,D," 36,000.00 "," 4,761.00 ",6100.00,6100,4761,4900,0,-0.18,r
1594," 10,000.00 ", 0.13 ,336.22,B," 120,000.00 "," 22,912.00 ",15500.00,38298,22912,10300,22798,-0.20,w
1595," 20,000.00 ", 0.12 ,664.2,B," 63,000.00 "," 26,076.00 ",21800.00,50207,26076,14100,28407,0.11,e
1596," 24,800.00 ", 0.10 ,796.39,B," 85,000.00 "," 369,115.00 ",66200.00,610748,33852,37900,33726,0.07,r
1597," 7,000.00 ", 0.14 ,239.18,C," 32,000.00 "," 11,405.00 ",18700.00,18700,11405,9400,0,0.13,w
1598," 14,575.00 ", 0.14 ,498,C," 75,000.00 "," 30,349.00 ",28200.00,43978,30349,13700,15778,0.13,e
1599," 19,425.00 ", 0.17 ,482.66,D," 55,574.00 "," 137,524.00 ",15200.00,150468,20912,8800,18310,0.24,r
1600," 6,650.00 ", 0.08 ,208.09,A," 65,000.00 "," 31,084.00 ",81400.00,106400,31084,68000,25000,0.04,w
1601," 11,200.00 ", 0.09 ,355.64,A," 100,000.00 "," 57,013.00 ",70800.00,116349,57013,63100,45549,0.03,e
1602," 7,000.00 ", 0.22 ,268.79,E," 44,000.00 "," 19,378.00 ",22500.00,27500,19378,2500,0,0.12,r
1603," 30,000.00 ", 0.10 ,963.38,B," 150,000.00 "," 683,236.00 ",187200.00,759790,134491,33800,121103,0.06,w
1604," 13,250.00 ", 0.16 ,463.29,C," 48,700.00 "," 16,463.00 ",20700.00,72718,16463,16100,52018,0.15,e
1605," 28,000.00 ", 0.10 ,899.15,B," 95,000.00 "," 18,371.00 ",18500.00,35765,18371,500,17265,-0.37,r
1606," 8,500.00 ", 0.08 ,265.97,A," 35,000.00 "," 5,254.00 ",19100.00,23463,5254,16800,4363,0.07,w
1607," 16,000.00 ", 0.20 ,594.38,D," 68,000.00 "," 134,290.00 ",13000.00,161906,134290,13000,148906,0.19,e
1608," 11,400.00 ", 0.14 ,387.03,B," 44,000.00 "," 74,311.00 ",42300.00,92625,74311,35700,50325,0.13,r
1609," 10,000.00 ", 0.11 ,327.34,B," 50,000.00 "," 177,262.00 ",20300.00,190659,32090,12500,23076,0.10,w
1610," 5,000.00 ", 0.12 ,166.05,B," 26,000.00 "," 23,124.00 ",9000.00,31674,23124,7200,22674,0.11,e
1611," 9,000.00 ", 0.12 ,298.89,B," 45,000.00 "," 35,115.00 ",19700.00,53357,35115,4500,33657,0.11,r
1612," 10,000.00 ", 0.08 ,311.62,A," 28,500.00 "," 33,986.00 ",12900.00,46516,33986,11600,33616,0.07,w
1613," 11,100.00 ", 0.25 ,322.56,F," 120,000.00 "," 70,458.00 ",61800.00,96284,70458,52500,34484,-0.53,e
1614," 10,000.00 ", 0.11 ,327.34,B," 37,000.00 "," 11,331.00 ",22900.00,29368,11331,17300,6468,0.03,r
1615," 11,000.00 ", 0.08 ,344.2,A," 40,000.00 "," 142,780.00 ",34200.00,177705,23265,34200,17191,0.07,w
1616," 16,000.00 ", 0.07 ,491.26,A," 97,000.00 "," 49,893.00 ",24600.00,77571,49893,16300,52971,0.02,e
1617," 20,000.00 ", 0.16 ,699.3,C," 73,271.00 "," 227,181.00 ",34500.00,245423,35671,19800,13070,0.04,r
1618," 15,000.00 ", 0.10 ,481.69,B," 89,000.00 "," 21,349.00 ",16400.00,48794,21349,10700,32394,0.09,w
1619," 10,000.00 ", 0.11 ,327.34,B," 70,000.00 "," 13,821.00 ",25810.00,50421,13821,9600,24611,0.10,e
1620," 10,800.00 ", 0.14 ,369.02,C," 119,303.17 "," 263,689.00 ",16000.00,280655,49820,1000,44905,0.05,r
1621," 28,000.00 ", 0.14 ,950.6,B," 110,000.00 "," 250,363.00 ",49200.00,323500,35096,41700,0,-0.04,w
1622," 15,000.00 ", 0.16 ,366.69,C," 108,000.00 "," 200,321.00 ",21100.00,215513,15483,13300,0,-0.54,e
1623," 20,000.00 ", 0.07 ,614.08,A," 110,000.00 "," 400,430.00 ",31500.00,486750,49473,25200,42050,0.04,r
1624," 28,000.00 ", 0.12 ,929.87,B," 240,000.00 "," 774,912.00 ",125300.00,905777,217349,53800,142677,0.11,w
1625," 11,200.00 ", 0.12 ,371.95,B," 47,000.00 "," 112,837.00 ",16300.00,141259,44304,12100,52532,0.11,e
1626," 6,000.00 ", 0.12 ,199.26,B," 96,000.00 "," 214,574.00 ",42420.00,269992,84630,28410,63572,0.09,r
1627," 12,000.00 ", 0.12 ,266.88,B," 50,000.00 "," 96,470.00 ",41515.00,120196,96470,32900,78681,0.18,w
1628," 6,000.00 ", 0.12 ,199.26,B," 90,000.00 "," 1,684.00 ",6600.00,6600,1684,6600,0,0.09,e
